tpid,tp_name,genename1,genename2,fd_name,md_name,specific_cancer
TP01001,ERBB4;MAP2K1,ERBB4,MAP2K1,Lung Cancer,Lung Cancer,Lung Cancer
TP01002,ERBB4;MAP2K2,ERBB4,MAP2K2,Lung Cancer,Lung Cancer,Lung Cancer
TP01003,ERBB4;MTOR,ERBB4,MTOR,Lung Cancer,Lung Cancer,Lung Cancer
TP01004,ERBB4;PDCD1,ERBB4,PDCD1,Lung Cancer,Lung Cancer,Lung Cancer
TP01005,ESR1;FGFR1,ESR1,FGFR1,Breast Cancer,Breast Cancer,Breast Cancer
TP01006,ESR1;FGFR2,ESR1,FGFR2,Breast Cancer,Breast Cancer,Breast Cancer
TP01007,ESR1;FGFR3,ESR1,FGFR3,Breast Cancer,Breast Cancer,Breast Cancer
TP01008,ESR1;FLT1,ESR1,FLT1,Breast Cancer,Breast Cancer,Breast Cancer
TP01009,ESR1;FLT4,ESR1,FLT4,Breast Cancer,Breast Cancer,Breast Cancer
TP01010,ESR1;FNTB,ESR1,FNTB,Breast Cancer,Breast Cancer,Breast Cancer
TP01011,ESR1;GNRHR,ESR1,GNRHR,Breast Cancer,Breast Cancer,Breast Cancer
TP01012,ESR1;HDAC1,ESR1,HDAC1,Breast Cancer,Breast Cancer,Breast Cancer
TP01013,ESR1;HDAC10,ESR1,HDAC10,Breast Cancer,Breast Cancer,Breast Cancer
TP01014,ESR1;HDAC2,ESR1,HDAC2,Breast Cancer,Breast Cancer,Breast Cancer
TP01015,ESR1;HDAC3,ESR1,HDAC3,Breast Cancer,Breast Cancer,Breast Cancer
TP01016,ESR1;HDAC8,ESR1,HDAC8,Breast Cancer,Breast Cancer,Breast Cancer
TP01017,ESR1;HSP90AA1,ESR1,HSP90AA1,Breast Cancer,Breast Cancer,Breast Cancer
TP01018,ESR1;HSP90AB1,ESR1,HSP90AB1,Breast Cancer,Breast Cancer,Breast Cancer
TP01019,ESR1;IGF1R,ESR1,IGF1R,Breast Cancer,Breast Cancer,Breast Cancer
TP01020,ESR1;KAT6A,ESR1,KAT6A,Lung Cancer,Lung Cancer,Lung Cancer
TP01021,ESR1;KDR,ESR1,KDR,Breast Cancer,Breast Cancer,Breast Cancer
TP01024,ESR1;MAPK11,ESR1,MAPK11,Breast Cancer,Breast Cancer,Breast Cancer
TP01025,ESR1;MAPK14,ESR1,MAPK14,Breast Cancer,Breast Cancer,Breast Cancer
TP01026,ESR1;MTOR,ESR1,MTOR,Breast Cancer,Breast Cancer,Breast Cancer
TP01026,ESR1;MTOR,ESR1,MTOR,Lung Cancer,Lung Cancer,Lung Cancer
TP01027,ESR1;PARP1,ESR1,PARP1,Ovarian Cancer,Ovarian Cancer,Ovarian Cancer
TP01027,ESR1;PARP1,ESR1,PARP1,Lung Cancer,Lung Cancer,Lung Cancer
TP01028,ESR1;PARP2,ESR1,PARP2,Lung Cancer,Lung Cancer,Lung Cancer
TP01028,ESR1;PARP2,ESR1,PARP2,Ovarian Cancer,Ovarian Cancer,Ovarian Cancer
TP01029,ESR1;PDCD1,ESR1,PDCD1,Breast Cancer,Breast Cancer,Breast Cancer
TP01030,ESR1;PGR,ESR1,PGR,Breast Cancer,Breast Cancer,Breast Cancer
TP01031,ESR1;PIK3CA,ESR1,PIK3CA,Breast Cancer,Breast Cancer,Breast Cancer
TP01031,ESR1;PIK3CA,ESR1,PIK3CA,Lung Cancer,Lung Cancer,Lung Cancer
TP01031,ESR1;PIK3CA,ESR1,PIK3CA,Ovarian Cancer,Ovarian Cancer,Ovarian Cancer
TP01032,ESR1;PIK3CB,ESR1,PIK3CB,Breast Cancer,Breast Cancer,Breast Cancer
TP01033,ESR1;PIK3CD,ESR1,PIK3CD,Breast Cancer,Breast Cancer,Breast Cancer
TP01033,ESR1;PIK3CD,ESR1,PIK3CD,Ovarian Cancer,Ovarian Cancer,Ovarian Cancer
TP01034,ESR1;PIK3CG,ESR1,PIK3CG,Breast Cancer,Breast Cancer,Breast Cancer
TP01035,ESR1;PRKCB,ESR1,PRKCB,Breast Cancer,Breast Cancer,Breast Cancer
TP01036,ESR1;TTK,ESR1,TTK,Breast Cancer,Breast Cancer,Breast Cancer
TP01037,ESR2;FGFR1,ESR2,FGFR1,Breast Cancer,Breast Cancer,Breast Cancer
TP01038,ESR2;FGFR2,ESR2,FGFR2,Breast Cancer,Breast Cancer,Breast Cancer
TP01039,ESR2;FGFR3,ESR2,FGFR3,Breast Cancer,Breast Cancer,Breast Cancer
TP01040,ESR2;FLT1,ESR2,FLT1,Breast Cancer,Breast Cancer,Breast Cancer
TP01041,ESR2;FLT4,ESR2,FLT4,Breast Cancer,Breast Cancer,Breast Cancer
TP01042,ESR2;FNTB,ESR2,FNTB,Breast Cancer,Breast Cancer,Breast Cancer
TP01043,ESR2;GNRHR,ESR2,GNRHR,Breast Cancer,Breast Cancer,Breast Cancer
TP01044,ESR2;HDAC1,ESR2,HDAC1,Breast Cancer,Breast Cancer,Breast Cancer
TP01045,ESR2;HDAC10,ESR2,HDAC10,Breast Cancer,Breast Cancer,Breast Cancer
TP01046,ESR2;HDAC2,ESR2,HDAC2,Breast Cancer,Breast Cancer,Breast Cancer
TP01047,ESR2;HDAC3,ESR2,HDAC3,Breast Cancer,Breast Cancer,Breast Cancer
TP01048,ESR2;HDAC8,ESR2,HDAC8,Breast Cancer,Breast Cancer,Breast Cancer
TP01049,ESR2;HSP90AA1,ESR2,HSP90AA1,Breast Cancer,Breast Cancer,Breast Cancer
TP01050,ESR2;HSP90AB1,ESR2,HSP90AB1,Breast Cancer,Breast Cancer,Breast Cancer
TP01051,ESR2;IGF1R,ESR2,IGF1R,Breast Cancer,Breast Cancer,Breast Cancer
TP01052,ESR2;KAT6A,ESR2,KAT6A,Lung Cancer,Lung Cancer,Lung Cancer
TP01053,ESR2;KDR,ESR2,KDR,Breast Cancer,Breast Cancer,Breast Cancer
TP01056,ESR2;MAPK11,ESR2,MAPK11,Breast Cancer,Breast Cancer,Breast Cancer
TP01057,ESR2;MAPK14,ESR2,MAPK14,Breast Cancer,Breast Cancer,Breast Cancer
TP01058,ESR2;MTOR,ESR2,MTOR,Breast Cancer,Breast Cancer,Breast Cancer
TP01058,ESR2;MTOR,ESR2,MTOR,Lung Cancer,Lung Cancer,Lung Cancer
TP01059,ESR2;PARP1,ESR2,PARP1,Lung Cancer,Lung Cancer,Lung Cancer
TP01059,ESR2;PARP1,ESR2,PARP1,Ovarian Cancer,Ovarian Cancer,Ovarian Cancer
TP01060,ESR2;PARP2,ESR2,PARP2,Ovarian Cancer,Ovarian Cancer,Ovarian Cancer
TP01060,ESR2;PARP2,ESR2,PARP2,Lung Cancer,Lung Cancer,Lung Cancer
TP01061,ESR2;PDCD1,ESR2,PDCD1,Breast Cancer,Breast Cancer,Breast Cancer
TP01062,ESR2;PGR,ESR2,PGR,Breast Cancer,Breast Cancer,Breast Cancer
TP01063,ESR2;PIK3CA,ESR2,PIK3CA,Breast Cancer,Breast Cancer,Breast Cancer
TP01063,ESR2;PIK3CA,ESR2,PIK3CA,Lung Cancer,Lung Cancer,Lung Cancer
TP01063,ESR2;PIK3CA,ESR2,PIK3CA,Ovarian Cancer,Ovarian Cancer,Ovarian Cancer
TP01064,ESR2;PIK3CB,ESR2,PIK3CB,Breast Cancer,Breast Cancer,Breast Cancer
TP01065,ESR2;PIK3CD,ESR2,PIK3CD,Breast Cancer,Breast Cancer,Breast Cancer
TP01065,ESR2;PIK3CD,ESR2,PIK3CD,Ovarian Cancer,Ovarian Cancer,Ovarian Cancer
TP01066,ESR2;PIK3CG,ESR2,PIK3CG,Breast Cancer,Breast Cancer,Breast Cancer
TP01067,ESR2;PRKCB,ESR2,PRKCB,Breast Cancer,Breast Cancer,Breast Cancer
TP01068,ESR2;TTK,ESR2,TTK,Breast Cancer,Breast Cancer,Breast Cancer
TP01069,EZH1;PDCD1,EZH1,PDCD1,Lung Cancer,Lung Cancer,Lung Cancer
TP01071,EZH2;PARP1,EZH2,PARP1,Prostate Cancer,Prostate Cancer,Prostate Cancer
TP01072,EZH2;PARP2,EZH2,PARP2,Prostate Cancer,Prostate Cancer,Prostate Cancer
TP01073,EZH2;PDCD1,EZH2,PDCD1,Lung Cancer,Lung Cancer,Lung Cancer
TP01075,F3;PDCD1,F3,PDCD1,Lung Cancer,Lung Cancer,Lung Cancer
TP01075,F3;PDCD1,F3,PDCD1,Ovarian Cancer,Ovarian Cancer,Ovarian Cancer
TP01076,F3;VEGFA,F3,VEGFA,Ovarian Cancer,Ovarian Cancer,Ovarian Cancer
TP01076,F3;VEGFA,F3,VEGFA,Lung Cancer,Lung Cancer,Lung Cancer
TP01077,FAP;IL2RA,FAP,IL2RA,Breast Cancer,Breast Cancer,Breast Cancer
TP01077,FAP;IL2RA,FAP,IL2RA,Kidney Cancer,Kidney Cancer,Kidney Cancer
TP01077,FAP;IL2RA,FAP,IL2RA,Melanoma,Melanoma,Melanoma
TP01077,FAP;IL2RA,FAP,IL2RA,Ovarian Cancer,Ovarian Cancer,Ovarian Cancer
TP01078,FAP;IL2RB,FAP,IL2RB,Breast Cancer,Breast Cancer,Breast Cancer
TP01078,FAP;IL2RB,FAP,IL2RB,Kidney Cancer,Kidney Cancer,Kidney Cancer
TP01078,FAP;IL2RB,FAP,IL2RB,Melanoma,Melanoma,Melanoma
TP01078,FAP;IL2RB,FAP,IL2RB,Ovarian Cancer,Ovarian Cancer,Ovarian Cancer
TP01079,FAP;IL2RG,FAP,IL2RG,Breast Cancer,Breast Cancer,Breast Cancer
TP01079,FAP;IL2RG,FAP,IL2RG,Kidney Cancer,Kidney Cancer,Kidney Cancer
TP01079,FAP;IL2RG,FAP,IL2RG,Melanoma,Melanoma,Melanoma
TP01079,FAP;IL2RG,FAP,IL2RG,Ovarian Cancer,Ovarian Cancer,Ovarian Cancer
TP01080,FAP;PDCD1,FAP,PDCD1,Melanoma,Melanoma,Melanoma
TP01081,FAP;TNFRSF9,FAP,TNFRSF9,Colorectal Cancer,Colorectal Cancer,Colorectal Cancer
TP01087,FGFR1;MAP2K1,FGFR1,MAP2K1,Lung Cancer,Lung Cancer,Lung Cancer
TP01088,FGFR1;MAP2K2,FGFR1,MAP2K2,Lung Cancer,Lung Cancer,Lung Cancer
TP01090,FGFR1;PDCD1,FGFR1,PDCD1,Lung Cancer,Lung Cancer,Lung Cancer
TP01090,FGFR1;PDCD1,FGFR1,PDCD1,Ovarian Cancer,Ovarian Cancer,Ovarian Cancer
TP01090,FGFR1;PDCD1,FGFR1,PDCD1,Bladder Cancer,Bladder Cancer,Bladder Cancer
TP01092,FGFR2;MAP2K1,FGFR2,MAP2K1,Lung Cancer,Lung Cancer,Lung Cancer
TP01093,FGFR2;MAP2K2,FGFR2,MAP2K2,Lung Cancer,Lung Cancer,Lung Cancer
TP01095,FGFR2;PDCD1,FGFR2,PDCD1,Lung Cancer,Lung Cancer,Lung Cancer
TP01095,FGFR2;PDCD1,FGFR2,PDCD1,Bladder Cancer,Bladder Cancer,Bladder Cancer
TP01095,FGFR2;PDCD1,FGFR2,PDCD1,Ovarian Cancer,Ovarian Cancer,Ovarian Cancer
TP01097,FGFR3;MAP2K1,FGFR3,MAP2K1,Lung Cancer,Lung Cancer,Lung Cancer
TP01098,FGFR3;MAP2K2,FGFR3,MAP2K2,Lung Cancer,Lung Cancer,Lung Cancer
TP01100,FGFR3;PDCD1,FGFR3,PDCD1,Lung Cancer,Lung Cancer,Lung Cancer
TP01100,FGFR3;PDCD1,FGFR3,PDCD1,Bladder Cancer,Bladder Cancer,Bladder Cancer
TP01100,FGFR3;PDCD1,FGFR3,PDCD1,Ovarian Cancer,Ovarian Cancer,Ovarian Cancer
TP01102,FGFR4;MAP2K1,FGFR4,MAP2K1,Lung Cancer,Lung Cancer,Lung Cancer
TP01103,FGFR4;MAP2K2,FGFR4,MAP2K2,Lung Cancer,Lung Cancer,Lung Cancer
TP01105,FGFR4;PDCD1,FGFR4,PDCD1,Lung Cancer,Lung Cancer,Lung Cancer
TP01107,FLT1;GSAP,FLT1,GSAP,Lung Cancer,Lung Cancer,Lung Cancer
TP01108,FLT1;MTOR,FLT1,MTOR,Kidney Cancer,Kidney Cancer,Kidney Cancer
TP01109,FLT1;PARP1,FLT1,PARP1,Breast Cancer,Breast Cancer,Breast Cancer
TP01109,FLT1;PARP1,FLT1,PARP1,Lung Cancer,Lung Cancer,Lung Cancer
TP01109,FLT1;PARP1,FLT1,PARP1,Ovarian Cancer,Ovarian Cancer,Ovarian Cancer
TP01109,FLT1;PARP1,FLT1,PARP1,Prostate Cancer,Prostate Cancer,Prostate Cancer
TP01110,FLT1;PARP2,FLT1,PARP2,Breast Cancer,Breast Cancer,Breast Cancer
TP01110,FLT1;PARP2,FLT1,PARP2,Lung Cancer,Lung Cancer,Lung Cancer
TP01110,FLT1;PARP2,FLT1,PARP2,Ovarian Cancer,Ovarian Cancer,Ovarian Cancer
TP01110,FLT1;PARP2,FLT1,PARP2,Prostate Cancer,Prostate Cancer,Prostate Cancer
TP01111,FLT1;PDCD1,FLT1,PDCD1,Liver Cancer,Liver Cancer,Liver Cancer
TP01111,FLT1;PDCD1,FLT1,PDCD1,Lung Cancer,Lung Cancer,Lung Cancer
TP01111,FLT1;PDCD1,FLT1,PDCD1,Kidney Cancer,Kidney Cancer,Kidney Cancer
TP01111,FLT1;PDCD1,FLT1,PDCD1,Melanoma,Melanoma,Melanoma
TP01111,FLT1;PDCD1,FLT1,PDCD1,Colorectal Cancer,Colorectal Cancer,Colorectal Cancer
TP01112,FLT1;PIK3CA,FLT1,PIK3CA,Lung Cancer,Lung Cancer,Lung Cancer
TP01113,FLT1;PIK3CB,FLT1,PIK3CB,Lung Cancer,Lung Cancer,Lung Cancer
TP01114,FLT1;PIK3CD,FLT1,PIK3CD,Lung Cancer,Lung Cancer,Lung Cancer
TP01115,FLT1;PIK3CG,FLT1,PIK3CG,Lung Cancer,Lung Cancer,Lung Cancer
TP01118,FLT3;PDCD1,FLT3,PDCD1,Breast Cancer,Breast Cancer,Breast Cancer
TP01118,FLT3;PDCD1,FLT3,PDCD1,Lung Cancer,Lung Cancer,Lung Cancer
TP01121,FLT4;GSAP,FLT4,GSAP,Lung Cancer,Lung Cancer,Lung Cancer
TP01122,FLT4;MTOR,FLT4,MTOR,Kidney Cancer,Kidney Cancer,Kidney Cancer
TP01123,FLT4;PARP1,FLT4,PARP1,Breast Cancer,Breast Cancer,Breast Cancer
TP01123,FLT4;PARP1,FLT4,PARP1,Lung Cancer,Lung Cancer,Lung Cancer
TP01123,FLT4;PARP1,FLT4,PARP1,Ovarian Cancer,Ovarian Cancer,Ovarian Cancer
TP01123,FLT4;PARP1,FLT4,PARP1,Prostate Cancer,Prostate Cancer,Prostate Cancer
TP01124,FLT4;PARP2,FLT4,PARP2,Breast Cancer,Breast Cancer,Breast Cancer
TP01124,FLT4;PARP2,FLT4,PARP2,Lung Cancer,Lung Cancer,Lung Cancer
TP01124,FLT4;PARP2,FLT4,PARP2,Ovarian Cancer,Ovarian Cancer,Ovarian Cancer
TP01124,FLT4;PARP2,FLT4,PARP2,Prostate Cancer,Prostate Cancer,Prostate Cancer
TP01125,FLT4;PDCD1,FLT4,PDCD1,Liver Cancer,Liver Cancer,Liver Cancer
TP01125,FLT4;PDCD1,FLT4,PDCD1,Lung Cancer,Lung Cancer,Lung Cancer
TP01125,FLT4;PDCD1,FLT4,PDCD1,Kidney Cancer,Kidney Cancer,Kidney Cancer
TP01125,FLT4;PDCD1,FLT4,PDCD1,Melanoma,Melanoma,Melanoma
TP01125,FLT4;PDCD1,FLT4,PDCD1,Colorectal Cancer,Colorectal Cancer,Colorectal Cancer
TP01126,FLT4;PIK3CA,FLT4,PIK3CA,Lung Cancer,Lung Cancer,Lung Cancer
TP01127,FLT4;PIK3CB,FLT4,PIK3CB,Lung Cancer,Lung Cancer,Lung Cancer
TP01128,FLT4;PIK3CD,FLT4,PIK3CD,Lung Cancer,Lung Cancer,Lung Cancer
TP01129,FLT4;PIK3CG,FLT4,PIK3CG,Lung Cancer,Lung Cancer,Lung Cancer
TP01136,FOLR1;PARP1,FOLR1,PARP1,Lung Cancer,Lung Cancer,Lung Cancer
TP01136,FOLR1;PARP1,FOLR1,PARP1,Ovarian Cancer,Ovarian Cancer,Ovarian Cancer
TP01137,FOLR1;PARP2,FOLR1,PARP2,Lung Cancer,Lung Cancer,Lung Cancer
TP01137,FOLR1;PARP2,FOLR1,PARP2,Ovarian Cancer,Ovarian Cancer,Ovarian Cancer
TP01138,FOLR1;PDCD1,FOLR1,PDCD1,Ovarian Cancer,Ovarian Cancer,Ovarian Cancer
TP01140,FOLR1;VEGFA,FOLR1,VEGFA,Ovarian Cancer,Ovarian Cancer,Ovarian Cancer
TP01142,GLS2;MTOR,GLS2,MTOR,Lung Cancer,Lung Cancer,Lung Cancer
TP01142,GLS2;MTOR,GLS2,MTOR,Kidney Cancer,Kidney Cancer,Kidney Cancer
TP01143,GLS2;PARP1,GLS2,PARP1,Prostate Cancer,Prostate Cancer,Prostate Cancer
TP01144,GLS2;PARP2,GLS2,PARP2,Prostate Cancer,Prostate Cancer,Prostate Cancer
TP01145,GLS2;PDCD1,GLS2,PDCD1,Kidney Cancer,Kidney Cancer,Kidney Cancer
TP01145,GLS2;PDCD1,GLS2,PDCD1,Lung Cancer,Lung Cancer,Lung Cancer
TP01145,GLS2;PDCD1,GLS2,PDCD1,Melanoma,Melanoma,Melanoma
TP01146,GNA11;GNAQ,GNA11,GNAQ,Melanoma,Melanoma,Melanoma
TP01149,GSAP;KDR,GSAP,KDR,Lung Cancer,Lung Cancer,Lung Cancer
TP01151,HAVCR2;PDCD1,HAVCR2,PDCD1,Lung Cancer,Lung Cancer,Lung Cancer
TP01151,HAVCR2;PDCD1,HAVCR2,PDCD1,Liver Cancer,Liver Cancer,Liver Cancer
TP01151,HAVCR2;PDCD1,HAVCR2,PDCD1,Melanoma,Melanoma,Melanoma
TP01151,HAVCR2;PDCD1,HAVCR2,PDCD1,Esophageal Cancer,Esophageal Cancer,Esophageal Cancer
TP01156,HDAC1;MTOR,HDAC1,MTOR,Prostate Cancer,Prostate Cancer,Prostate Cancer
TP01157,HDAC1;PDCD1,HDAC1,PDCD1,Colorectal Cancer,Colorectal Cancer,Colorectal Cancer
TP01157,HDAC1;PDCD1,HDAC1,PDCD1,Lung Cancer,Lung Cancer,Lung Cancer
TP01157,HDAC1;PDCD1,HDAC1,PDCD1,Melanoma,Melanoma,Melanoma
TP01161,HDAC1;RXRA,HDAC1,RXRA,Kidney Cancer,Kidney Cancer,Kidney Cancer
TP01162,HDAC1;RXRB,HDAC1,RXRB,Kidney Cancer,Kidney Cancer,Kidney Cancer
TP01163,HDAC1;RXRG,HDAC1,RXRG,Kidney Cancer,Kidney Cancer,Kidney Cancer
TP01164,HDAC1;VEGFA,HDAC1,VEGFA,Esophageal Cancer,Esophageal Cancer,Esophageal Cancer
TP01164,HDAC1;VEGFA,HDAC1,VEGFA,Kidney Cancer,Kidney Cancer,Kidney Cancer
TP01169,HDAC10;MTOR,HDAC10,MTOR,Prostate Cancer,Prostate Cancer,Prostate Cancer
TP01170,HDAC10;PDCD1,HDAC10,PDCD1,Lung Cancer,Lung Cancer,Lung Cancer
TP01170,HDAC10;PDCD1,HDAC10,PDCD1,Colorectal Cancer,Colorectal Cancer,Colorectal Cancer
TP01170,HDAC10;PDCD1,HDAC10,PDCD1,Melanoma,Melanoma,Melanoma
TP01172,HDAC10;RXRA,HDAC10,RXRA,Kidney Cancer,Kidney Cancer,Kidney Cancer
TP01173,HDAC10;RXRB,HDAC10,RXRB,Kidney Cancer,Kidney Cancer,Kidney Cancer
TP01174,HDAC10;RXRG,HDAC10,RXRG,Kidney Cancer,Kidney Cancer,Kidney Cancer
TP01175,HDAC10;VEGFA,HDAC10,VEGFA,Kidney Cancer,Kidney Cancer,Kidney Cancer
TP01175,HDAC10;VEGFA,HDAC10,VEGFA,Esophageal Cancer,Esophageal Cancer,Esophageal Cancer
TP01180,HDAC11;PDCD1,HDAC11,PDCD1,Lung Cancer,Lung Cancer,Lung Cancer
TP01180,HDAC11;PDCD1,HDAC11,PDCD1,Melanoma,Melanoma,Melanoma
TP01186,HDAC2;MTOR,HDAC2,MTOR,Prostate Cancer,Prostate Cancer,Prostate Cancer
TP01187,HDAC2;PDCD1,HDAC2,PDCD1,Lung Cancer,Lung Cancer,Lung Cancer
TP01187,HDAC2;PDCD1,HDAC2,PDCD1,Melanoma,Melanoma,Melanoma
TP01187,HDAC2;PDCD1,HDAC2,PDCD1,Colorectal Cancer,Colorectal Cancer,Colorectal Cancer
TP01191,HDAC2;RXRA,HDAC2,RXRA,Kidney Cancer,Kidney Cancer,Kidney Cancer
TP01192,HDAC2;RXRB,HDAC2,RXRB,Kidney Cancer,Kidney Cancer,Kidney Cancer
TP01193,HDAC2;RXRG,HDAC2,RXRG,Kidney Cancer,Kidney Cancer,Kidney Cancer
TP01194,HDAC2;VEGFA,HDAC2,VEGFA,Esophageal Cancer,Esophageal Cancer,Esophageal Cancer
TP01194,HDAC2;VEGFA,HDAC2,VEGFA,Kidney Cancer,Kidney Cancer,Kidney Cancer
TP01199,HDAC3;MTOR,HDAC3,MTOR,Prostate Cancer,Prostate Cancer,Prostate Cancer
TP01200,HDAC3;PDCD1,HDAC3,PDCD1,Colorectal Cancer,Colorectal Cancer,Colorectal Cancer
TP01200,HDAC3;PDCD1,HDAC3,PDCD1,Lung Cancer,Lung Cancer,Lung Cancer
TP01200,HDAC3;PDCD1,HDAC3,PDCD1,Melanoma,Melanoma,Melanoma
TP01204,HDAC3;RXRA,HDAC3,RXRA,Kidney Cancer,Kidney Cancer,Kidney Cancer
TP01205,HDAC3;RXRB,HDAC3,RXRB,Kidney Cancer,Kidney Cancer,Kidney Cancer
TP01206,HDAC3;RXRG,HDAC3,RXRG,Kidney Cancer,Kidney Cancer,Kidney Cancer
TP01207,HDAC3;VEGFA,HDAC3,VEGFA,Esophageal Cancer,Esophageal Cancer,Esophageal Cancer
TP01207,HDAC3;VEGFA,HDAC3,VEGFA,Kidney Cancer,Kidney Cancer,Kidney Cancer
TP01211,HDAC4;MTOR,HDAC4,MTOR,Prostate Cancer,Prostate Cancer,Prostate Cancer
TP01212,HDAC4;PDCD1,HDAC4,PDCD1,Lung Cancer,Lung Cancer,Lung Cancer
TP01212,HDAC4;PDCD1,HDAC4,PDCD1,Melanoma,Melanoma,Melanoma
TP01213,HDAC4;RXRA,HDAC4,RXRA,Kidney Cancer,Kidney Cancer,Kidney Cancer
TP01214,HDAC4;RXRB,HDAC4,RXRB,Kidney Cancer,Kidney Cancer,Kidney Cancer
TP01215,HDAC4;RXRG,HDAC4,RXRG,Kidney Cancer,Kidney Cancer,Kidney Cancer
TP01216,HDAC4;VEGFA,HDAC4,VEGFA,Kidney Cancer,Kidney Cancer,Kidney Cancer
TP01220,HDAC5;MTOR,HDAC5,MTOR,Prostate Cancer,Prostate Cancer,Prostate Cancer
TP01221,HDAC5;PDCD1,HDAC5,PDCD1,Lung Cancer,Lung Cancer,Lung Cancer
TP01221,HDAC5;PDCD1,HDAC5,PDCD1,Melanoma,Melanoma,Melanoma
TP01222,HDAC5;RXRA,HDAC5,RXRA,Kidney Cancer,Kidney Cancer,Kidney Cancer
TP01223,HDAC5;RXRB,HDAC5,RXRB,Kidney Cancer,Kidney Cancer,Kidney Cancer
TP01224,HDAC5;RXRG,HDAC5,RXRG,Kidney Cancer,Kidney Cancer,Kidney Cancer
TP01225,HDAC5;VEGFA,HDAC5,VEGFA,Kidney Cancer,Kidney Cancer,Kidney Cancer
TP01228,HDAC6;MAP2K1,HDAC6,MAP2K1,Melanoma,Melanoma,Melanoma
TP01229,HDAC6;MAP2K2,HDAC6,MAP2K2,Melanoma,Melanoma,Melanoma
TP01231,HDAC6;MTOR,HDAC6,MTOR,Prostate Cancer,Prostate Cancer,Prostate Cancer
TP01232,HDAC6;PARP1,HDAC6,PARP1,Breast Cancer,Breast Cancer,Breast Cancer
TP01232,HDAC6;PARP1,HDAC6,PARP1,Ovarian Cancer,Ovarian Cancer,Ovarian Cancer
TP01232,HDAC6;PARP1,HDAC6,PARP1,Prostate Cancer,Prostate Cancer,Prostate Cancer
TP01233,HDAC6;PARP2,HDAC6,PARP2,Breast Cancer,Breast Cancer,Breast Cancer
TP01233,HDAC6;PARP2,HDAC6,PARP2,Ovarian Cancer,Ovarian Cancer,Ovarian Cancer
TP01233,HDAC6;PARP2,HDAC6,PARP2,Prostate Cancer,Prostate Cancer,Prostate Cancer
TP01234,HDAC6;PDCD1,HDAC6,PDCD1,Lung Cancer,Lung Cancer,Lung Cancer
TP01234,HDAC6;PDCD1,HDAC6,PDCD1,Melanoma,Melanoma,Melanoma
TP01235,HDAC6;RXRA,HDAC6,RXRA,Kidney Cancer,Kidney Cancer,Kidney Cancer
TP01236,HDAC6;RXRB,HDAC6,RXRB,Kidney Cancer,Kidney Cancer,Kidney Cancer
TP01237,HDAC6;RXRG,HDAC6,RXRG,Kidney Cancer,Kidney Cancer,Kidney Cancer
TP01238,HDAC6;VEGFA,HDAC6,VEGFA,Kidney Cancer,Kidney Cancer,Kidney Cancer
TP01242,HDAC7;MTOR,HDAC7,MTOR,Prostate Cancer,Prostate Cancer,Prostate Cancer
TP01243,HDAC7;PDCD1,HDAC7,PDCD1,Lung Cancer,Lung Cancer,Lung Cancer
TP01243,HDAC7;PDCD1,HDAC7,PDCD1,Melanoma,Melanoma,Melanoma
TP01244,HDAC7;RXRA,HDAC7,RXRA,Kidney Cancer,Kidney Cancer,Kidney Cancer
TP01245,HDAC7;RXRB,HDAC7,RXRB,Kidney Cancer,Kidney Cancer,Kidney Cancer
TP01246,HDAC7;RXRG,HDAC7,RXRG,Kidney Cancer,Kidney Cancer,Kidney Cancer
TP01247,HDAC7;VEGFA,HDAC7,VEGFA,Kidney Cancer,Kidney Cancer,Kidney Cancer
TP01251,HDAC8;MTOR,HDAC8,MTOR,Prostate Cancer,Prostate Cancer,Prostate Cancer
TP01252,HDAC8;PDCD1,HDAC8,PDCD1,Lung Cancer,Lung Cancer,Lung Cancer
TP01252,HDAC8;PDCD1,HDAC8,PDCD1,Melanoma,Melanoma,Melanoma
TP01252,HDAC8;PDCD1,HDAC8,PDCD1,Colorectal Cancer,Colorectal Cancer,Colorectal Cancer
TP01256,HDAC8;RXRA,HDAC8,RXRA,Kidney Cancer,Kidney Cancer,Kidney Cancer
TP01257,HDAC8;RXRB,HDAC8,RXRB,Kidney Cancer,Kidney Cancer,Kidney Cancer
TP01258,HDAC8;RXRG,HDAC8,RXRG,Kidney Cancer,Kidney Cancer,Kidney Cancer
TP01259,HDAC8;VEGFA,HDAC8,VEGFA,Kidney Cancer,Kidney Cancer,Kidney Cancer
TP01263,HDAC9;MTOR,HDAC9,MTOR,Prostate Cancer,Prostate Cancer,Prostate Cancer
TP01264,HDAC9;PDCD1,HDAC9,PDCD1,Lung Cancer,Lung Cancer,Lung Cancer
TP01264,HDAC9;PDCD1,HDAC9,PDCD1,Melanoma,Melanoma,Melanoma
TP01265,HDAC9;RXRA,HDAC9,RXRA,Kidney Cancer,Kidney Cancer,Kidney Cancer
TP01266,HDAC9;RXRB,HDAC9,RXRB,Kidney Cancer,Kidney Cancer,Kidney Cancer
TP01267,HDAC9;RXRG,HDAC9,RXRG,Kidney Cancer,Kidney Cancer,Kidney Cancer
TP01268,HDAC9;VEGFA,HDAC9,VEGFA,Kidney Cancer,Kidney Cancer,Kidney Cancer
TP01269,HGF;VEGFA,HGF,VEGFA,Lung Cancer,Lung Cancer,Lung Cancer
TP01274,HSP90AA1;MET,HSP90AA1,MET,Lung Cancer,Lung Cancer,Lung Cancer
